city,timestamp,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,us_aqi,european_aqi,temperature,humidity,wind_speed,pressure,precipitation,cloudcover
Karachi,2025-01-01 00:00:00+00:00,28.3,26.9,510.0,7.7,79.0,12.2,99.92907,68.37333,16.0,46.5456,10.094454,1016.7,0.0,95.0
Karachi,2025-01-01 01:00:00+00:00,28.9,27.2,730.0,14.1,72.0,13.1,98.48404,67.83,15.45,47.54282,10.464797,1017.5,0.0,46.0
Karachi,2025-01-01 02:00:00+00:00,31.8,30.0,1064.0,22.8,63.0,14.3,97.08334,67.30333,15.25,48.66474,9.67657,1018.0,0.0,39.0
Karachi,2025-01-01 03:00:00+00:00,36.8,34.9,1289.0,27.7,62.0,16.0,95.77128,66.810005,15.3,49.191216,9.5416975,1018.9,0.0,56.0
Karachi,2025-01-01 04:00:00+00:00,40.0,38.4,1304.0,25.4,74.0,18.5,94.583336,66.363335,16.75,44.999763,8.39657,1019.8,0.0,69.0
Karachi,2025-01-01 05:00:00+00:00,42.3,40.3,1209.0,19.4,94.0,21.4,93.51064,65.96,19.0,39.46983,8.049845,1020.1,0.0,27.0
Karachi,2025-01-01 06:00:00+00:00,43.3,40.9,1087.0,14.1,112.0,23.4,93.05851,65.79,21.55,33.59934,7.0199995,1020.0,0.0,69.0
Karachi,2025-01-01 07:00:00+00:00,41.0,38.0,926.0,10.9,125.0,23.7,93.73228,66.043335,23.6,28.151384,8.12197,1018.9,0.0,82.0
Karachi,2025-01-01 08:00:00+00:00,39.6,35.2,737.0,8.4,137.0,23.0,94.84043,66.46,25.0,23.203321,8.467655,1017.5,0.0,96.0
Karachi,2025-01-01 09:00:00+00:00,39.5,33.2,631.0,7.5,143.0,22.5,95.84221,66.83667,25.8,20.602837,8.297589,1016.2,0.0,87.0
Karachi,2025-01-01 10:00:00+00:00,39.8,32.7,666.0,7.6,145.0,22.6,96.61348,67.12667,26.2,19.411816,7.458606,1015.3,0.0,0.0
Karachi,2025-01-01 11:00:00+00:00,40.4,32.4,785.0,9.3,141.0,22.8,97.251785,67.36667,26.1,19.317322,6.6818557,1014.8,0.0,29.0
Karachi,2025-01-01 12:00:00+00:00,44.0,35.7,929.0,15.0,133.0,23.5,97.774826,67.56333,25.6,20.331963,7.2359104,1015.0,0.0,100.0
Karachi,2025-01-01 13:00:00+00:00,52.7,47.4,1125.0,29.0,108.0,22.3,97.86348,67.59667,24.75,23.219654,6.5520988,1015.7,0.0,47.0
Karachi,2025-01-01 14:00:00+00:00,57.5,53.8,1347.0,47.7,75.0,20.7,98.12058,67.69334,23.6,25.144848,5.1919937,1016.4,0.0,100.0
Karachi,2025-01-01 15:00:00+00:00,56.7,53.7,1455.0,57.7,53.0,19.2,98.35107,67.78001,22.55,27.080572,4.5891175,1017.3,0.0,99.0
Karachi,2025-01-01 16:00:00+00:00,56.0,53.2,1356.0,50.6,54.0,18.1,99.140076,68.07667,21.7,29.132761,7.0911775,1017.7,0.0,90.0
Karachi,2025-01-01 17:00:00+00:00,55.9,53.2,1143.0,34.7,66.0,17.2,100.59376,68.590004,20.5,34.729263,8.427383,1017.7,0.0,100.0
Karachi,2025-01-01 18:00:00+00:00,56.6,53.6,962.0,21.7,76.0,16.4,102.65626,69.25,19.3,40.1095,9.194106,1017.6,0.0,100.0
Karachi,2025-01-01 19:00:00+00:00,56.8,53.6,868.0,16.0,79.0,15.8,105.07293,70.02334,18.5,43.952015,9.266067,1017.1,0.0,100.0
Karachi,2025-01-01 20:00:00+00:00,56.2,52.6,807.0,13.0,79.0,15.4,107.656265,70.85,17.85,47.06299,9.109138,1016.7,0.0,100.0
Karachi,2025-01-01 21:00:00+00:00,54.8,51.1,755.0,11.0,79.0,15.2,110.18751,71.659996,17.25,49.55548,9.109138,1016.3,0.0,99.0
Karachi,2025-01-01 22:00:00+00:00,53.3,49.6,680.0,8.5,80.0,15.2,112.58333,72.42667,16.75,51.150204,8.92408,1016.3,0.0,92.0
Karachi,2025-01-01 23:00:00+00:00,52.0,48.5,615.0,7.0,82.0,15.5,114.86458,73.15667,16.2,52.78944,8.783189,1016.2,0.0,97.0
Karachi,2025-01-02 00:00:00+00:00,52.5,48.7,641.0,8.5,80.0,16.2,117.09374,73.87,15.75,54.141697,8.654987,1016.2,0.0,100.0
Karachi,2025-01-02 01:00:00+00:00,52.3,48.3,842.0,15.6,73.0,17.6,119.36457,74.596664,15.15,55.30456,9.3340025,1016.9,0.0,88.0
Karachi,2025-01-02 02:00:00+00:00,54.2,50.5,1135.0,25.2,65.0,19.6,121.56251,75.299995,14.9,56.007664,9.587428,1017.4,0.0,67.0
Karachi,2025-01-02 03:00:00+00:00,57.9,54.5,1351.0,30.8,64.0,21.3,123.6979,75.98333,14.95,55.827682,9.037721,1018.1,0.0,95.0
Karachi,2025-01-02 04:00:00+00:00,58.9,56.1,1432.0,28.8,78.0,22.5,125.73956,76.636665,16.35,50.69142,7.0107627,1018.9,0.0,54.0
Karachi,2025-01-02 05:00:00+00:00,57.0,54.1,1437.0,22.9,99.0,23.3,127.58333,77.22666,18.9,43.01464,5.5450516,1019.1,0.0,89.0
Karachi,2025-01-02 06:00:00+00:00,47.4,44.1,1372.0,17.4,119.0,24.0,129.02081,77.68666,21.85,34.75401,5.2478566,1018.8,0.0,100.0
Karachi,2025-01-02 07:00:00+00:00,33.6,30.2,1176.0,13.3,135.0,24.3,129.35417,77.793335,23.85,27.633833,4.9785542,1017.7,0.0,100.0
Karachi,2025-01-02 08:00:00+00:00,27.8,24.1,909.0,9.7,149.0,24.3,128.54164,77.53333,24.7,25.175909,3.8141315,1016.5,0.0,98.0
Karachi,2025-01-02 09:00:00+00:00,26.7,22.7,765.0,8.0,158.0,24.6,127.3854,77.16333,25.3,24.205708,3.06,1015.5,0.0,100.0
Karachi,2025-01-02 10:00:00+00:00,26.6,22.6,794.0,5.7,163.0,24.9,126.29164,76.813324,25.6,24.629776,3.604497,1014.8,0.0,100.0
Karachi,2025-01-02 11:00:00+00:00,27.0,23.2,944.0,5.3,164.0,25.5,125.23956,76.47666,25.35,27.091436,5.6492476,1014.6,0.0,100.0
Karachi,2025-01-02 12:00:00+00:00,50.4,41.9,1255.0,16.4,157.0,28.0,124.28124,76.17,24.2,37.778915,7.388775,1014.8,0.0,100.0
Karachi,2025-01-02 13:00:00+00:00,66.6,59.6,1885.0,45.1,117.0,31.5,124.92707,76.37666,22.65,45.873703,9.567131,1015.5,0.0,18.0
Karachi,2025-01-02 14:00:00+00:00,85.4,79.2,2675.0,84.0,62.0,36.2,126.1979,76.783325,21.65,49.573612,6.320538,1016.1,0.0,29.0
Karachi,2025-01-02 15:00:00+00:00,92.4,87.3,3188.0,109.1,22.0,38.3,128.84373,77.63,20.6,53.404224,7.889259,1016.8,0.0,94.0
Karachi,2025-01-02 16:00:00+00:00,87.5,83.1,3223.0,107.4,12.0,35.6,132.34375,78.75,19.6,57.572136,7.208994,1017.4,0.0,98.0
Karachi,2025-01-02 17:00:00+00:00,79.4,76.4,2982.0,91.8,17.0,30.2,135.45833,79.746666,19.05,60.773514,6.130579,1017.5,0.0,100.0
Karachi,2025-01-02 18:00:00+00:00,72.9,70.1,2629.0,76.9,24.0,25.2,137.875,80.520004,18.95,63.836445,5.9644947,1017.4,0.0,85.0
Karachi,2025-01-02 19:00:00+00:00,69.2,66.4,2139.0,67.8,28.0,21.1,139.59375,81.06999,18.75,65.711205,5.6835546,1017.1,0.0,100.0
Karachi,2025-01-02 20:00:00+00:00,68.0,64.3,1538.0,59.3,33.0,17.4,140.9271,81.496666,18.45,62.8873,5.3517847,1016.6,0.0,98.0
Karachi,2025-01-02 21:00:00+00:00,68.0,63.8,1068.0,50.3,39.0,14.7,142.14584,81.886665,17.8,57.318714,5.0911684,1016.3,0.0,43.0
Karachi,2025-01-02 22:00:00+00:00,68.5,64.0,806.0,38.2,47.0,13.6,143.46878,82.31001,17.15,52.50009,4.942631,1016.1,0.0,89.0
Karachi,2025-01-02 23:00:00+00:00,68.9,64.3,676.0,25.6,54.0,13.6,144.96877,82.79,16.4,51.586124,5.441838,1015.9,0.0,94.0
Karachi,2025-01-03 00:00:00+00:00,70.5,65.7,689.0,13.0,71.0,14.3,146.6146,83.316666,15.7,53.75725,5.3426957,1015.6,0.0,43.0
Karachi,2025-01-03 01:00:00+00:00,72.2,67.1,935.0,22.4,60.0,15.8,148.38544,83.88333,14.85,56.382286,6.725354,1016.6,0.0,0.0
Karachi,2025-01-03 02:00:00+00:00,76.4,71.0,1324.0,35.1,45.0,18.1,150.07237,84.51,14.85,56.772102,6.5223618,1017.3,0.0,0.0
Karachi,2025-01-03 03:00:00+00:00,82.9,77.5,1598.0,42.6,43.0,20.3,150.52193,85.19333,15.05,56.04605,6.4096174,1017.7,0.0,0.0
Karachi,2025-01-03 04:00:00+00:00,84.5,80.3,1656.0,40.1,62.0,21.7,151.0263,85.96,16.8,49.946304,6.3690495,1018.3,0.0,0.0
Karachi,2025-01-03 05:00:00+00:00,81.0,74.7,1598.0,32.4,93.0,23.2,151.55702,86.76666,19.65,41.47954,4.8965297,1018.6,0.0,0.0
Karachi,2025-01-03 06:00:00+00:00,68.7,59.6,1468.0,25.0,122.0,26.5,152.00877,87.45334,22.1,41.74873,3.8856654,1018.4,0.0,0.0
Karachi,2025-01-03 07:00:00+00:00,59.5,51.1,1224.0,19.1,146.0,33.7,152.34868,87.97,23.4,43.25706,1.4512063,1017.5,0.0,0.0
Karachi,2025-01-03 08:00:00+00:00,58.6,50.8,907.0,13.5,167.0,42.7,152.807,88.66666,24.25,39.350384,3.244996,1016.3,0.0,0.0
Karachi,2025-01-03 09:00:00+00:00,58.3,51.0,685.0,10.2,183.0,49.6,153.39255,89.55666,24.55,39.30325,6.1226463,1015.3,0.0,0.0
Karachi,2025-01-03 10:00:00+00:00,59.5,52.4,609.0,9.9,193.0,53.1,154.01315,90.5,24.3,43.076824,9.7565975,1014.8,0.0,0.0
Karachi,2025-01-03 11:00:00+00:00,61.0,54.0,629.0,12.0,197.0,54.4,154.66666,91.49333,23.45,49.563717,11.45513,1014.6,0.0,0.0
Karachi,2025-01-03 12:00:00+00:00,70.8,61.7,760.0,16.6,191.0,54.3,155.3421,92.52,22.7,55.19153,8.891343,1014.7,0.0,0.0
Karachi,2025-01-03 13:00:00+00:00,78.7,71.0,1096.0,27.7,165.0,48.8,155.7763,93.18,22.25,58.788315,8.209263,1015.7,0.0,0.0
Karachi,2025-01-03 14:00:00+00:00,82.4,75.4,1544.0,43.1,128.0,41.1,156.02632,93.56,21.55,64.40692,7.486788,1016.1,0.0,0.0
Karachi,2025-01-03 15:00:00+00:00,83.1,75.7,1838.0,55.7,97.0,35.2,155.94298,93.433334,21.2,67.0883,6.12,1016.2,0.0,4.0
Karachi,2025-01-03 16:00:00+00:00,83.1,75.7,1818.0,62.8,77.0,32.9,155.6886,93.04666,20.85,69.65794,6.130579,1016.6,0.0,4.0
Karachi,2025-01-03 17:00:00+00:00,85.9,78.2,1645.0,67.2,63.0,32.3,155.52632,92.799995,20.7,71.671364,7.040739,1016.5,0.0,5.0
Karachi,2025-01-03 18:00:00+00:00,91.3,82.9,1535.0,69.5,52.0,31.8,155.56578,92.85999,20.65,73.9938,7.6367526,1016.3,0.0,4.0
Karachi,2025-01-03 19:00:00+00:00,93.8,84.5,1632.0,70.2,43.0,30.8,155.84648,93.28667,20.6,75.41637,7.486788,1015.9,0.0,12.0
Karachi,2025-01-03 20:00:00+00:00,94.3,85.0,1793.0,68.9,37.0,29.8,156.24342,93.89,20.7,74.95319,7.596341,1015.2,0.0,18.0
Karachi,2025-01-03 21:00:00+00:00,91.5,82.7,1801.0,65.5,33.0,28.8,156.69737,94.58,20.45,76.11718,9.926147,1015.1,0.0,23.0
Karachi,2025-01-03 22:00:00+00:00,88.5,80.1,1481.0,57.8,33.0,27.7,157.11183,95.20999,20.1,76.5493,8.557102,1014.7,0.0,10.0
Karachi,2025-01-03 23:00:00+00:00,86.6,78.2,1008.0,48.0,36.0,26.6,157.4649,95.74666,19.6,77.95512,9.860649,1014.5,0.0,23.0
Karachi,2025-01-04 00:00:00+00:00,92.7,84.1,699.0,46.0,33.0,27.7,157.76973,96.20999,19.55,76.95502,11.734564,1014.4,0.0,15.0
Karachi,2025-01-04 01:00:00+00:00,92.9,82.7,750.0,51.6,23.0,29.2,158.17325,96.82333,18.7,79.59364,8.65873,1014.9,0.0,32.0
Karachi,2025-01-04 02:00:00+00:00,97.6,86.4,964.0,58.7,11.0,31.3,158.51535,97.34333,17.95,81.56779,8.39078,1015.5,0.0,18.0
Karachi,2025-01-04 03:00:00+00:00,108.3,98.0,1068.0,59.3,11.0,32.4,158.85307,97.85667,17.2,85.51874,10.041354,1016.5,0.0,2.0
Karachi,2025-01-04 04:00:00+00:00,114.8,108.7,917.0,47.1,36.0,31.8,159.30263,98.54,17.7,75.182526,8.139901,1017.2,0.0,0.0
Karachi,2025-01-04 05:00:00+00:00,76.4,55.1,656.0,28.4,73.0,30.1,159.92543,99.486664,19.5,58.70445,7.6388745,1017.8,0.0,0.0
Karachi,2025-01-04 06:00:00+00:00,64.5,32.5,448.0,13.8,104.0,28.2,159.49562,98.83333,21.25,50.297848,6.8423676,1017.3,0.0,0.0
Karachi,2025-01-04 07:00:00+00:00,59.6,28.1,356.0,7.9,120.0,25.9,158.9013,97.92999,22.85,42.385696,6.638072,1016.4,0.0,0.0
Karachi,2025-01-04 08:00:00+00:00,50.9,25.4,316.0,6.2,130.0,23.3,158.39693,97.16333,23.75,36.643295,8.139901,1015.1,0.0,0.0
Karachi,2025-01-04 09:00:00+00:00,45.5,24.1,299.0,5.9,134.0,21.5,157.8399,96.316666,24.2,32.19034,10.158444,1014.0,0.0,0.0
Karachi,2025-01-04 10:00:00+00:00,44.4,23.5,291.0,5.6,133.0,21.1,157.25,95.42,24.1,30.223726,12.3165245,1013.2,0.0,0.0
Karachi,2025-01-04 11:00:00+00:00,46.0,22.6,305.0,6.8,126.0,21.5,156.61623,94.456665,23.5,28.222414,14.092978,1013.1,0.0,0.0
Karachi,2025-01-04 12:00:00+00:00,48.0,21.7,350.0,10.2,111.0,20.8,155.92763,93.409996,22.65,26.069193,14.045767,1013.5,0.0,0.0
Karachi,2025-01-04 13:00:00+00:00,47.7,25.4,454.0,19.8,93.0,20.2,155.05043,92.07666,21.7,32.262558,13.00243,1014.0,0.0,0.0
Karachi,2025-01-04 14:00:00+00:00,48.9,26.6,589.0,32.8,67.0,19.3,154.05043,90.556656,20.7,36.020653,11.272657,1014.8,0.0,0.0
Karachi,2025-01-04 15:00:00+00:00,48.0,24.2,673.0,41.6,49.0,18.4,152.98026,88.92999,20.1,37.77151,10.215693,1015.4,0.0,0.0
Karachi,2025-01-04 16:00:00+00:00,44.1,21.2,656.0,41.5,45.0,17.4,151.85086,87.213326,19.5,40.027958,9.531505,1015.8,0.0,0.0
Karachi,2025-01-04 17:00:00+00:00,40.4,19.7,587.0,37.2,49.0,16.3,150.6557,85.39666,19.05,41.595146,8.049845,1015.8,0.0,0.0
Karachi,2025-01-04 18:00:00+00:00,38.5,19.8,539.0,34.8,49.0,15.4,147.0208,83.446655,18.7,42.514217,8.027678,1015.6,0.0,0.0
Karachi,2025-01-04 19:00:00+00:00,40.6,21.8,550.0,37.7,41.0,15.0,140.44789,81.34332,18.4,43.470356,7.2403865,1015.2,0.0,0.0
Karachi,2025-01-04 20:00:00+00:00,45.6,25.5,580.0,42.5,29.0,14.8,133.91666,79.25333,17.85,45.782616,5.3426957,1014.7,0.0,0.0
Karachi,2025-01-04 21:00:00+00:00,48.3,29.4,582.0,45.2,21.0,14.6,127.71875,77.27,17.1,48.001957,4.5,1014.5,0.0,0.0
Karachi,2025-01-04 22:00:00+00:00,45.3,31.4,481.0,42.9,19.0,13.8,122.16666,75.49333,15.75,52.488445,5.720489,1014.4,0.0,0.0
Karachi,2025-01-04 23:00:00+00:00,44.1,32.1,352.0,38.4,19.0,12.9,117.09374,73.87,14.85,56.188267,5.506941,1014.5,0.0,0.0
Karachi,2025-01-05 00:00:00+00:00,51.3,36.2,367.0,36.7,24.0,15.1,112.29166,72.33333,13.85,59.119694,6.3639607,1014.4,0.0,0.0
Karachi,2025-01-05 01:00:00+00:00,53.7,41.3,680.0,41.2,22.0,17.3,107.30208,70.736664,14.15,51.877895,6.849467,1015.4,0.0,0.0
Karachi,2025-01-05 02:00:00+00:00,60.3,49.8,1137.0,47.0,21.0,20.4,102.98959,69.356674,13.3,55.208317,6.698806,1016.0,0.0,0.0
Karachi,2025-01-05 03:00:00+00:00,67.5,59.1,1448.0,48.6,28.0,23.3,99.299644,68.136665,13.15,57.93148,6.638072,1016.9,0.0,0.0
Karachi,2025-01-05 04:00:00+00:00,66.4,61.0,1475.0,42.4,50.0,25.6,95.85107,66.84,14.8,56.369553,5.506941,1017.7,0.0,0.0
Karachi,2025-01-05 05:00:00+00:00,57.9,52.3,1356.0,31.9,80.0,27.7,91.62234,65.25,17.55,51.365147,3.8141315,1018.1,0.0,0.0
Karachi,2025-01-05 06:00:00+00:00,50.6,42.4,1212.0,22.8,106.0,29.8,91.374115,65.15666,20.0,45.7565,1.5379207,1017.9,0.0,0.0
Karachi,2025-01-05 07:00:00+00:00,50.1,32.0,1066.0,16.6,123.0,32.2,92.25176,65.486664,21.4,39.072586,2.9024127,1017.1,0.0,0.0
Karachi,2025-01-05 08:00:00+00:00,48.0,28.4,895.0,11.7,136.0,34.6,92.59751,65.61667,22.2,34.733955,5.4149795,1016.1,0.0,0.0
Karachi,2025-01-05 09:00:00+00:00,47.6,28.9,746.0,8.9,145.0,36.4,92.86348,65.71667,22.45,35.046265,8.0599,1015.1,0.0,0.0
Karachi,2025-01-05 10:00:00+00:00,48.8,29.8,604.0,7.7,151.0,37.7,93.28902,65.87667,22.35,35.872227,9.939196,1014.8,0.0,0.0
Karachi,2025-01-05 11:00:00+00:00,50.5,30.3,485.0,8.6,153.0,38.4,93.84752,66.08666,21.9,37.89619,10.656547,1014.6,0.0,0.0
Karachi,2025-01-05 12:00:00+00:00,57.0,38.9,486.0,14.4,153.0,40.1,94.53014,66.34333,21.2,39.015396,9.914717,1014.8,0.0,0.0
Karachi,2025-01-05 13:00:00+00:00,63.3,47.6,708.0,31.7,122.0,37.1,96.05497,66.916664,20.2,41.20947,9.016185,1015.5,0.0,0.0
Karachi,2025-01-05 14:00:00+00:00,68.5,52.6,1050.0,55.6,78.0,32.9,98.17177,67.65667,19.4,46.53206,8.557102,1016.3,0.0,0.0
Karachi,2025-01-05 15:00:00+00:00,67.1,49.6,1309.0,73.4,43.0,29.4,100.385414,68.52334,18.75,48.127266,8.139901,1017.2,0.0,0.0
Karachi,2025-01-05 16:00:00+00:00,64.3,46.7,1417.0,79.9,25.0,27.7,103.03124,69.369995,18.15,47.63429,7.1321807,1017.4,0.0,0.0
Karachi,2025-01-05 17:00:00+00:00,62.4,47.1,1442.0,80.3,16.0,26.6,105.6875,70.22,17.85,46.57919,6.8423676,1017.6,0.0,0.0
Karachi,2025-01-05 18:00:00+00:00,62.4,51.1,1380.0,77.6,11.0,25.0,108.54166,71.13333,16.95,48.795883,6.698806,1017.9,0.0,0.0
Karachi,2025-01-05 19:00:00+00:00,58.4,50.4,1184.0,72.1,9.0,21.9,111.80208,72.17666,16.45,47.655872,6.439876,1017.6,0.0,0.0
Karachi,2025-01-05 20:00:00+00:00,50.1,43.8,902.0,63.6,12.0,18.3,114.78125,73.13,16.3,45.345592,6.9480934,1017.4,0.0,0.0
Karachi,2025-01-05 21:00:00+00:00,42.1,37.0,669.0,54.4,16.0,15.2,116.687485,73.74,15.55,44.81619,7.889258,1017.1,0.0,0.0
Karachi,2025-01-05 22:00:00+00:00,36.4,31.9,505.0,43.4,22.0,13.0,117.47916,73.99333,14.9,45.26651,7.2,1017.3,0.0,0.0
Karachi,2025-01-05 23:00:00+00:00,32.6,28.5,391.0,31.8,29.0,11.5,117.53124,74.01,14.35,46.901676,7.282774,1017.3,0.0,0.0
Karachi,2025-01-06 00:00:00+00:00,35.5,31.3,407.0,37.8,20.0,11.4,117.15624,73.88999,13.85,48.78925,7.5942082,1017.5,0.0,0.0
Karachi,2025-01-06 01:00:00+00:00,33.5,29.7,667.0,41.7,15.0,12.5,116.64583,73.72666,13.5,52.80315,7.689603,1017.9,0.0,0.0
Karachi,2025-01-06 02:00:00+00:00,37.1,33.4,1056.0,46.6,9.0,14.3,115.43749,73.340004,13.2,53.281517,7.570707,1018.6,0.0,0.0
Karachi,2025-01-06 03:00:00+00:00,45.2,41.3,1313.0,47.4,13.0,17.3,113.729164,72.793335,13.2,52.353035,8.2584505,1019.4,0.0,0.0
Karachi,2025-01-06 04:00:00+00:00,45.2,41.2,1317.0,40.4,38.0,23.2,111.875,72.200005,14.95,46.249466,8.490582,1020.5,0.0,0.0
Karachi,2025-01-06 05:00:00+00:00,39.7,32.4,1188.0,29.4,73.0,30.3,109.81251,71.54,17.95,35.984383,5.9617786,1021.0,0.0,0.0
Karachi,2025-01-06 06:00:00+00:00,33.3,22.2,1024.0,20.0,101.0,34.4,107.73959,70.87667,20.8,25.192915,6.015878,1020.6,0.0,0.0
Karachi,2025-01-06 07:00:00+00:00,28.3,18.7,807.0,14.2,115.0,33.1,105.63543,70.20334,22.45,20.045202,4.965521,1019.6,0.0,0.0
Karachi,2025-01-06 08:00:00+00:00,24.7,17.3,555.0,10.2,123.0,28.9,104.250015,69.76,23.6,17.823349,3.62243,1018.5,0.0,0.0
Karachi,2025-01-06 09:00:00+00:00,21.6,15.9,413.0,8.0,126.0,24.9,103.093765,69.39001,24.3,16.900715,1.9134263,1017.6,0.0,0.0
Karachi,2025-01-06 10:00:00+00:00,18.8,14.6,394.0,6.2,127.0,21.9,101.73959,68.95667,24.45,17.702002,3.4763772,1017.0,0.0,0.0
Karachi,2025-01-06 11:00:00+00:00,16.1,13.1,485.0,6.2,125.0,19.1,100.15626,68.450005,23.8,25.649553,7.145796,1016.8,0.0,0.0
Karachi,2025-01-06 12:00:00+00:00,16.8,15.4,797.0,13.0,114.0,21.4,98.608154,67.87667,22.65,37.083668,8.037761,1017.0,0.0,0.0
Karachi,2025-01-06 13:00:00+00:00,32.2,31.3,1619.0,34.8,85.0,25.5,96.524826,67.09334,20.9,43.728428,9.449572,1017.6,0.0,0.0
Karachi,2025-01-06 14:00:00+00:00,50.6,50.1,2662.0,64.5,45.0,30.8,95.07979,66.549995,20.25,41.650517,7.388775,1018.1,0.0,0.0
Karachi,2025-01-06 15:00:00+00:00,53.0,52.6,3171.0,83.9,17.0,32.5,94.858154,66.46667,20.0,39.757195,5.1165614,1018.8,0.0,0.0
Karachi,2025-01-06 16:00:00+00:00,41.3,41.0,2641.0,84.5,11.0,27.4,95.124115,66.566666,19.55,39.21757,5.1197267,1019.5,0.0,0.0
Karachi,2025-01-06 17:00:00+00:00,29.7,29.3,1577.0,74.8,17.0,18.7,94.61878,66.37666,18.75,33.621666,7.145796,1020.0,0.0,0.0
Karachi,2025-01-06 18:00:00+00:00,24.0,23.5,745.0,62.5,26.0,11.7,93.04078,65.783325,17.6,29.119375,7.928177,1020.1,0.0,0.0
Karachi,2025-01-06 19:00:00+00:00,21.5,20.5,468.0,48.0,38.0,8.6,90.59397,64.863335,16.5,30.2109,8.654987,1019.9,0.0,0.0
Karachi,2025-01-06 20:00:00+00:00,20.0,18.3,422.0,30.8,53.0,7.3,87.94325,63.86666,15.85,30.133636,9.178235,1019.8,0.0,0.0
Karachi,2025-01-06 21:00:00+00:00,18.5,16.3,404.0,17.6,65.0,6.5,85.68262,63.016663,15.45,29.577917,10.261579,1019.5,0.0,0.0
Karachi,2025-01-06 22:00:00+00:00,16.9,14.7,328.0,10.6,73.0,5.9,83.84751,62.326664,15.0,29.666887,10.484903,1019.5,0.0,0.0
Karachi,2025-01-06 23:00:00+00:00,15.3,13.2,279.0,7.6,78.0,5.9,82.32269,61.75333,14.6,29.993275,10.962281,1019.4,0.0,0.0
Karachi,2025-01-07 00:00:00+00:00,15.0,13.2,313.0,9.5,71.0,6.5,80.96631,61.243332,14.3,30.354069,11.276968,1019.6,0.0,0.0
Karachi,2025-01-07 01:00:00+00:00,14.6,12.8,497.0,15.9,64.0,7.1,79.3617,60.64,13.7,34.358425,11.753877,1020.2,0.0,0.0
Karachi,2025-01-07 02:00:00+00:00,16.1,14.4,762.0,24.5,55.0,8.1,77.86347,60.076668,13.45,34.665646,11.511559,1021.0,0.0,0.0
Karachi,2025-01-07 03:00:00+00:00,20.1,18.5,960.0,29.3,53.0,9.6,76.179085,57.216675,13.55,34.56776,11.119281,1021.7,0.0,0.0
Karachi,2025-01-07 04:00:00+00:00,22.5,21.0,1037.0,27.0,64.0,12.1,74.1578,53.416664,15.1,31.385948,9.885262,1022.4,0.0,0.0
Karachi,2025-01-07 05:00:00+00:00,20.8,18.9,1046.0,21.0,82.0,15.0,72.36702,50.049995,17.75,25.936245,6.623413,1023.0,0.0,0.0
Karachi,2025-01-07 06:00:00+00:00,18.6,16.9,993.0,15.5,99.0,17.4,71.17021,47.799995,20.55,20.838383,7.344794,1022.3,0.0,0.0
Karachi,2025-01-07 07:00:00+00:00,15.9,14.9,830.0,11.7,112.0,18.5,70.700356,48.0,22.4,17.597658,7.889259,1021.1,0.0,0.0
Karachi,2025-01-07 08:00:00+00:00,14.8,14.0,605.0,8.4,124.0,19.1,70.36347,56.0,23.6,15.013433,6.689125,1019.6,0.0,0.0
Karachi,2025-01-07 09:00:00+00:00,14.4,13.8,466.0,6.8,132.0,19.5,70.07092,60.363636,24.4,13.367841,5.1575575,1018.6,0.0,0.0
Karachi,2025-01-07 10:00:00+00:00,14.5,13.9,428.0,5.2,138.0,19.9,69.88475,61.454544,24.8,12.709287,4.755544,1017.9,0.0,0.0
Karachi,2025-01-07 11:00:00+00:00,14.8,14.3,475.0,5.2,139.0,20.1,69.822685,61.63636,24.9,12.633654,4.896529,1017.3,0.0,0.0
Karachi,2025-01-07 12:00:00+00:00,15.7,15.7,708.0,12.9,125.0,20.9,69.92908,56.666664,24.45,13.176933,3.06,1017.3,0.0,0.0
Karachi,2025-01-07 13:00:00+00:00,27.2,27.2,1334.0,34.7,94.0,23.0,69.95567,45.516663,22.85,20.745092,3.4623692,1017.5,0.0,0.0
Karachi,2025-01-07 14:00:00+00:00,45.9,45.9,2146.0,64.7,51.0,25.9,71.38605,44.833336,21.35,24.800838,3.7064266,1018.0,0.0,0.0
Karachi,2025-01-07 15:00:00+00:00,49.9,49.9,2620.0,85.9,20.0,27.3,69.21985,44.133324,20.6,21.39839,5.0432134,1018.2,0.0,0.0
Karachi,2025-01-07 16:00:00+00:00,44.5,44.5,2453.0,91.3,11.0,26.0,68.98049,43.683327,20.05,21.65185,6.050785,1018.3,0.0,0.0
Karachi,2025-01-07 17:00:00+00:00,38.8,38.8,1947.0,87.9,14.0,23.3,69.29078,44.266663,19.0,23.630165,6.9480934,1018.6,0.0,0.0
Karachi,2025-01-07 18:00:00+00:00,34.6,34.6,1493.0,80.4,20.0,20.8,70.13298,45.85,17.65,26.293325,7.145796,1018.1,0.0,0.0
Karachi,2025-01-07 19:00:00+00:00,31.9,31.9,1222.0,67.8,27.0,18.8,71.11701,47.69999,16.65,28.741606,6.873078,1017.6,0.0,0.0
Karachi,2025-01-07 20:00:00+00:00,29.3,29.3,1002.0,51.0,37.0,17.0,72.127655,49.6,15.75,31.345016,6.4924874,1017.1,0.0,0.0
Karachi,2025-01-07 21:00:00+00:00,26.7,26.7,823.0,37.0,45.0,15.6,73.10283,51.433327,14.95,33.85137,5.4744864,1016.7,0.0,0.0
